index,edit_classification,decision_rationale,elapsed_time_ms
0,LOW,N-Gram distance [0.58]: 0.0136986301369863 ,4
1,LOW,N-Gram distance [0.58]: 0.01282051282051282 ,3
2,LOW,N-Gram distance [0.58]: 0.015151515151515152 ,3
3,LOW,N-Gram distance [0.58]: 0.014084507042253521 ,2
4,LOW,N-Gram distance [0.58]: 0.044444444444444446 ,1
5,LOW,N-Gram distance [0.58]: 0.08436213991769548 ,33
6,LOW,N-Gram distance [0.58]: 0.029411764705882353 ,0
7,LOW,N-Gram distance [0.58]: 0.060240963855421686 ,4
8,LOW,N-Gram distance [0.58]: 0.025 ,3
9,LOW,N-Gram distance [0.58]: 0.022222222222222223 ,21
10,LOW,N-Gram distance [0.58]: 0.1910828025477707 ,12
11,LOW,N-Gram distance [0.58]: 0.20408163265306123 ,11
12,LOW,N-Gram distance [0.58]: 0.2543103448275862 ,6
13,LOW,N-Gram distance [0.58]: 0.03225806451612903 ,1
14,HIGH,N-Gram distance [0.58]: 0.7003870513722731 ,8
15,LOW,N-Gram distance [0.58]: 0.34444444444444444 ,2
16,LOW,N-Gram distance [0.58]: 0.1751412429378531 ,27
17,LOW,N-Gram distance [0.58]: 0.4010989010989011 ,8
18,LOW,N-Gram distance [0.58]: 0.029411764705882353 ,0
19,LOW,N-Gram distance [0.58]: 0.23417721518987342 ,4
20,LOW,N-Gram distance [0.58]: 0.2012987012987013 ,3
21,LOW,N-Gram distance [0.58]: 0.17222222222222222 ,20
22,LOW,N-Gram distance [0.58]: 0.25 ,3
23,LOW,N-Gram distance [0.58]: 0.043478260869565216 ,1
24,LOW,N-Gram distance [0.58]: 0.0223463687150838 ,19
25,LOW,N-Gram distance [0.58]: 0.046052631578947366 ,3
26,LOW,N-Gram distance [0.58]: 0.029411764705882353 ,0
27,LOW,N-Gram distance [0.58]: 0.058823529411764705 ,36
28,LOW,N-Gram distance [0.58]: 0.058823529411764705 ,32
29,LOW,N-Gram distance [0.58]: 0.1 ,4
30,LOW,N-Gram distance [0.58]: 0.05982905982905983 ,32
31,LOW,N-Gram distance [0.58]: 0.06707317073170732 ,4
32,LOW,N-Gram distance [0.58]: 0.02197802197802198 ,21
33,LOW,N-Gram distance [0.58]: 0.031746031746031744 ,3
34,HIGH,N-Gram distance [0.58]: 0.708898534997287 ,5
35,HIGH,N-Gram distance [0.58]: 0.7048465829846583 ,8
36,HIGH,N-Gram distance [0.58]: 0.7103620474406991 ,9
37,HIGH,N-Gram distance [0.58]: 0.6940255220417634 ,8
38,HIGH,N-Gram distance [0.58]: 0.7010309278350515 ,5
39,LOW,N-Gram distance [0.58]: 0.02127659574468085 ,5
40,LOW,N-Gram distance [0.58]: 0.050724637681159424 ,12
41,LOW,N-Gram distance [0.58]: 0.048507462686567165 ,9
42,LOW,N-Gram distance [0.58]: 0.052941176470588235 ,6
43,LOW,N-Gram distance [0.58]: 0.048507462686567165 ,18
44,LOW,N-Gram distance [0.58]: 0.04878048780487805 ,4
45,LOW,N-Gram distance [0.58]: 0.020833333333333332 ,5
46,HIGH,N-Gram distance [0.58]: 0.6950617283950618 ,4
47,LOW,N-Gram distance [0.58]: 0.43243243243243246 ,2
48,LOW,N-Gram distance [0.58]: 0.5241935483870968 ,1
49,HIGH,N-Gram distance [0.58]: 0.6847826086956522 ,0
50,LOW,N-Gram distance [0.58]: 0.0189873417721519 ,4
51,LOW,N-Gram distance [0.58]: 0.5482573726541555 ,24
52,LOW,N-Gram distance [0.58]: 0.010362694300518135 ,28
53,HIGH,N-Gram distance [0.58]: 0.6976135040745053 ,10
54,HIGH,N-Gram distance [0.58]: 0.6980151228733459 ,3
55,LOW,N-Gram distance [0.58]: 0.0821917808219178 ,3
56,LOW,N-Gram distance [0.58]: 0.1858974358974359 ,3
57,LOW,N-Gram distance [0.58]: 0.024096385542168676 ,4
58,LOW,N-Gram distance [0.58]: 0.0234375 ,2
59,LOW,N-Gram distance [0.58]: 0.0821917808219178 ,13
60,LOW,N-Gram distance [0.58]: 0.047619047619047616 ,2
61,LOW,N-Gram distance [0.58]: 0.08870967741935484 ,1
62,LOW,N-Gram distance [0.58]: 0.0 ,0
63,LOW,N-Gram distance [0.58]: 0.0 ,0
64,LOW,N-Gram distance [0.58]: 0.10804020100502512 ,23
65,LOW,N-Gram distance [0.58]: 0.13043478260869565 ,4
