filename,base_tag,head_tag,new_cts,obsolete_cts_low_low,obsolete_cts_low_high,obsolete_cts_high,obsolete_cts_low_low_size,obsolete_cts_low_high_size,obsolete_cts_high_size,new_cts_size,obsolete_cts_size,reusable_cts_size,total_cts_size,low_impacted_size,high_impacted_size,mixed_impacted_size
src/RF001 - Autenticar Usuario.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,"{'TC2', 'TC11', 'TC3', 'TC9', 'TC7', 'TC13', 'TC4', 'TC6', 'TC10', 'TC1', 'TC5', 'TC14', 'TC12', 'TC8'}",,,14,0,0,0,14,0,14,14,0,0
src/RF001 - Autenticar Usuario.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC11', 'TC3', 'TC9', 'TC7', 'TC13', 'TC4', 'TC6', 'TC10', 'TC1', 'TC5', 'TC14', 'TC12', 'TC8'}",,,14,0,0,0,14,0,14,14,0,0
src/RF002 - Realizar logout.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,{'TC1'},,,1,0,0,0,1,0,1,1,0,0
src/RF002 - Realizar logout.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,{'TC1'},,,1,0,0,0,1,0,1,1,0,0
src/RF003 - Visualizar Permissoes do Usuario.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,{'TC1'},,,1,0,0,0,1,0,1,1,0,0
src/RF004 - Visualizar Painel do Desempenho.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,"{'TC2', 'TC1'}","{'TC2', 'TC1', 'TC3', 'TC4'}","{'TC2', 'TC4'}","{'TC3', 'TC4'}",4,2,2,2,4,0,4,0,0,4
src/RF004 - Visualizar Painel do Desempenho.claret,exp01_gti-competencias_v1.2,exp01_gti-competencias_v1.3,,,"{'TC2', 'TC4'}",,0,2,0,0,2,2,4,0,0,2
src/RF004 - Visualizar Painel do Desempenho.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC4'}",,,2,0,0,0,2,2,4,2,0,0
src/RF005 - Visualizar Status do Processo.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,{'TC2'},,,,0,0,0,1,0,1,2,0,0,0
src/RF006 - Gerenciar Perfis de Competencias.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,"{'TC2', 'TC11', 'TC3', 'TC9', 'TC7', 'TC4', 'TC6', 'TC10', 'TC1', 'TC5', 'TC8'}",,,11,0,0,0,11,0,11,11,0,0
src/RF007 - Gerenciar Avaliacoes.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,"{'TC10', 'TC7'}",,,,0,0,0,2,0,8,10,0,0,0
src/RF007 - Gerenciar Avaliacoes.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC3', 'TC9', 'TC7', 'TC4', 'TC6', 'TC10', 'TC1', 'TC5', 'TC8'}",,,10,0,0,0,10,0,10,10,0,0
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,"{'TC4', 'TC7'}",,,,0,0,0,2,0,5,7,0,0,0
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC3', 'TC7', 'TC4', 'TC6', 'TC1', 'TC5'}",,,7,0,0,0,7,0,7,7,0,0
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,,,"{'TC2', 'TC3', 'TC7', 'TC4', 'TC6', 'TC1', 'TC5'}",,0,7,0,0,7,0,7,0,0,7
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,"{'TC2', 'TC3', 'TC9', 'TC7', 'TC4', 'TC6', 'TC16', 'TC5', 'TC12', 'TC8'}",,,,0,0,0,10,0,7,17,0,0,0
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,{'TC4'},,,,0,0,0,1,0,3,4,0,0,0
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,,"{'TC2', 'TC1', 'TC3', 'TC4'}",,"{'TC2', 'TC3', 'TC4'}",4,0,3,0,4,0,4,1,0,3
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC1', 'TC3', 'TC4'}",,,4,0,0,0,4,0,4,4,0,0
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,,"{'TC2', 'TC1', 'TC3', 'TC4'}",,,4,0,0,0,4,0,4,4,0,0
