filename,base_tag,head_tag,new_cts,obsolete_cts_low_low,obsolete_cts_low_high,obsolete_cts_high,obsolete_cts_low_low_size,obsolete_cts_low_high_size,obsolete_cts_high_size,new_cts_size,obsolete_cts_size,reusable_cts_size,total_cts_size,low_impacted_size,high_impacted_size,mixed_impacted_size
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v0.1,exp01_rgp-diarias_v0.2,,"{'TC48', 'TC81', 'TC24', 'TC2', 'TC49', 'TC9', 'TC75', 'TC41', 'TC87', 'TC62', 'TC1', 'TC10', 'TC32', 'TC33', 'TC20', 'TC45', 'TC8', 'TC38', 'TC97', 'TC83', 'TC18', 'TC100', 'TC12', 'TC99', 'TC7', 'TC88', 'TC69', 'TC98', 'TC63', 'TC74', 'TC96', 'TC94', 'TC14', 'TC35', 'TC72', 'TC15', 'TC70', 'TC57', 'TC42', 'TC43', 'TC76', 'TC16', 'TC22', 'TC78', 'TC29', 'TC26', 'TC95', 'TC61', 'TC13', 'TC80', 'TC54', 'TC19', 'TC47', 'TC92', 'TC56', 'TC27', 'TC79', 'TC55', 'TC58', 'TC93', 'TC28', 'TC53', 'TC11', 'TC66', 'TC36', 'TC4', 'TC86', 'TC3', 'TC52', 'TC71', 'TC40', 'TC77', 'TC89', 'TC65', 'TC64', 'TC46', 'TC59', 'TC34', 'TC44', 'TC25', 'TC37', 'TC85', 'TC51', 'TC21', 'TC82', 'TC23', 'TC68', 'TC30', 'TC90', 'TC91', 'TC5', 'TC31', 'TC60'}",,"{'TC48', 'TC81', 'TC24', 'TC2', 'TC49', 'TC9', 'TC75', 'TC41', 'TC87', 'TC62', 'TC1', 'TC10', 'TC32', 'TC33', 'TC20', 'TC45', 'TC8', 'TC38', 'TC97', 'TC83', 'TC18', 'TC100', 'TC12', 'TC99', 'TC7', 'TC88', 'TC69', 'TC98', 'TC63', 'TC96', 'TC94', 'TC14', 'TC35', 'TC72', 'TC15', 'TC70', 'TC42', 'TC57', 'TC43', 'TC76', 'TC16', 'TC39', 'TC22', 'TC78', 'TC29', 'TC26', 'TC95', 'TC84', 'TC61', 'TC13', 'TC80', 'TC54', 'TC19', 'TC47', 'TC92', 'TC56', 'TC27', 'TC6', 'TC79', 'TC50', 'TC55', 'TC58', 'TC53', 'TC93', 'TC28', 'TC11', 'TC66', 'TC36', 'TC4', 'TC86', 'TC3', 'TC73', 'TC52', 'TC71', 'TC40', 'TC77', 'TC89', 'TC65', 'TC64', 'TC31', 'TC46', 'TC59', 'TC17', 'TC34', 'TC44', 'TC25', 'TC37', 'TC85', 'TC51', 'TC21', 'TC82', 'TC23', 'TC68', 'TC30', 'TC90', 'TC91', 'TC5', 'TC74', 'TC60'}",93,0,99,0,99,1,100,0,6,93
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v0.2,exp01_rgp-diarias_v1.0.1,,,"{'TC10', 'TC46', 'TC20', 'TC30', 'TC15', 'TC25', 'TC5', 'TC41', 'TC36'}",,0,9,0,0,9,37,46,0,0,9
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.0.2,exp01_rgp-diarias_v1.0.3,,,,"{'TC46', 'TC14', 'TC2', 'TC17', 'TC35', 'TC34', 'TC44', 'TC15', 'TC42', 'TC28', 'TC11', 'TC43', 'TC36', 'TC16', 'TC4', 'TC3', 'TC1', 'TC32', 'TC33', 'TC20', 'TC29', 'TC45', 'TC26', 'TC30', 'TC13', 'TC18', 'TC5', 'TC12', 'TC19', 'TC27'}",0,0,30,0,30,16,46,0,30,0
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.1,exp01_rgp-diarias_v1.1.1,,"{'TC10', 'TC20', 'TC5', 'TC26', 'TC31', 'TC15'}",,,6,0,0,0,6,25,31,6,0,0
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.1.1,exp01_rgp-diarias_v1.2,,,,"{'TC31', 'TC14', 'TC6', 'TC24', 'TC2', 'TC17', 'TC9', 'TC15', 'TC25', 'TC28', 'TC11', 'TC23', 'TC4', 'TC16', 'TC3', 'TC22', 'TC1', 'TC10', 'TC20', 'TC29', 'TC8', 'TC26', 'TC30', 'TC13', 'TC18', 'TC5', 'TC12', 'TC7', 'TC19', 'TC27'}",0,0,30,0,30,1,31,0,30,0
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.1.1,exp01_rgp-diarias_v1.2,"{'TC1', 'TC32', 'TC26', 'TC7', 'TC19', 'TC13'}",,,,0,0,0,6,0,31,37,0,0,0
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2,exp01_rgp-diarias_v1.2.1,,,,"{'TC6', 'TC24', 'TC2', 'TC9', 'TC28', 'TC11', 'TC36', 'TC4', 'TC3', 'TC1', 'TC10', 'TC32', 'TC33', 'TC20', 'TC8', 'TC18', 'TC12', 'TC7', 'TC14', 'TC17', 'TC35', 'TC34', 'TC15', 'TC37', 'TC21', 'TC23', 'TC16', 'TC22', 'TC29', 'TC26', 'TC30', 'TC13', 'TC5', 'TC31', 'TC19', 'TC27'}",0,0,36,0,36,1,37,0,36,0
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2,exp01_rgp-diarias_v1.2.1,"{'TC48', 'TC24', 'TC2', 'TC9', 'TC49', 'TC41', 'TC62', 'TC1', 'TC10', 'TC32', 'TC33', 'TC20', 'TC8', 'TC38', 'TC18', 'TC12', 'TC7', 'TC63', 'TC14', 'TC35', 'TC15', 'TC57', 'TC42', 'TC43', 'TC16', 'TC39', 'TC22', 'TC29', 'TC26', 'TC61', 'TC13', 'TC54', 'TC19', 'TC47', 'TC56', 'TC27', 'TC6', 'TC50', 'TC55', 'TC58', 'TC53', 'TC28', 'TC11', 'TC66', 'TC36', 'TC4', 'TC3', 'TC52', 'TC40', 'TC65', 'TC64', 'TC67', 'TC46', 'TC59', 'TC17', 'TC34', 'TC44', 'TC25', 'TC37', 'TC51', 'TC21', 'TC23', 'TC30', 'TC5', 'TC31', 'TC60'}",,,,0,0,0,66,0,1,67,0,0,0
src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2.4,exp01_rgp-diarias_v1.2.5,,"{'TC48', 'TC24', 'TC2', 'TC9', 'TC49', 'TC41', 'TC62', 'TC1', 'TC10', 'TC32', 'TC33', 'TC20', 'TC45', 'TC8', 'TC38', 'TC18', 'TC12', 'TC7', 'TC63', 'TC14', 'TC35', 'TC15', 'TC57', 'TC42', 'TC43', 'TC16', 'TC39', 'TC22', 'TC29', 'TC26', 'TC61', 'TC13', 'TC54', 'TC19', 'TC47', 'TC56', 'TC27', 'TC6', 'TC50', 'TC55', 'TC58', 'TC53', 'TC28', 'TC11', 'TC66', 'TC36', 'TC4', 'TC3', 'TC52', 'TC40', 'TC65', 'TC64', 'TC67', 'TC46', 'TC59', 'TC17', 'TC34', 'TC44', 'TC25', 'TC37', 'TC51', 'TC21', 'TC23', 'TC30', 'TC5', 'TC31', 'TC60'}",,"{'TC22', 'TC67', 'TC33', 'TC38', 'TC56', 'TC61', 'TC50', 'TC44', 'TC5', 'TC11', 'TC16', 'TC27'}",67,0,12,0,67,0,67,55,0,12
src/UC002_Gerenciar_Diarias_Do_Beneficiario_Minhas_Diarias.claret,exp01_rgp-diarias_v1.2.4,exp01_rgp-diarias_v1.2.5,,"{'TC1', 'TC5', 'TC2', 'TC4', 'TC3'}",,,5,0,0,0,5,0,5,5,0,0
src/UC003_Cancelar_Solicitacao_Diaria.claret,exp01_rgp-diarias_v1.2.4,exp01_rgp-diarias_v1.2.5,,"{'TC1', 'TC5', 'TC2', 'TC4', 'TC3'}",,,5,0,0,0,5,0,5,5,0,0
src/UC004_Detalhar_Diarias.claret,exp01_rgp-diarias_v1.0.1,exp01_rgp-diarias_v1.0.2,,{'TC3'},,,1,0,0,0,1,2,3,1,0,0
src/UC004_Detalhar_Diarias.claret,exp01_rgp-diarias_v1.0.3,exp01_rgp-diarias_v1.1,,{'TC3'},,,1,0,0,0,1,2,3,1,0,0
