index,edit_classification,decision_rationale,elapsed_time_ms
0,LOW,N-Gram distance [0.58]: 0.007352941176470588 ,2
1,LOW,N-Gram distance [0.58]: 0.4664179104477612 ,57
2,LOW,N-Gram distance [0.58]: 0.2425 ,78
3,HIGH,N-Gram distance [0.58]: 0.8853658536585366 ,2
4,HIGH,N-Gram distance [0.58]: 0.9831081081081081 ,0
5,HIGH,N-Gram distance [0.58]: 0.710913549969344 ,4
6,HIGH,N-Gram distance [0.58]: 0.7228496959165943 ,3
7,HIGH,N-Gram distance [0.58]: 0.7151898734177216 ,8
8,HIGH,N-Gram distance [0.58]: 0.7135974304068522 ,6
9,HIGH,N-Gram distance [0.58]: 0.5851063829787234 ,5
10,LOW,N-Gram distance [0.58]: 0.21292775665399238 ,33
11,LOW,N-Gram distance [0.58]: 0.014705882352941176 ,3
12,HIGH,N-Gram distance [0.58]: 0.9776785714285714 ,0
13,LOW,N-Gram distance [0.58]: 0.09523809523809523 ,3
14,LOW,N-Gram distance [0.58]: 0.3651685393258427 ,2
15,LOW,N-Gram distance [0.58]: 0.017543859649122806 ,1
16,HIGH,N-Gram distance [0.58]: 0.7264150943396226 ,0
17,LOW,N-Gram distance [0.58]: 0.031914893617021274 ,5
18,HIGH,N-Gram distance [0.58]: 0.7116402116402116 ,1
19,LOW,N-Gram distance [0.58]: 0.06 ,0
20,HIGH,N-Gram distance [0.58]: 0.6971830985915493 ,0
21,LOW,N-Gram distance [0.58]: 0.4158415841584158 ,3
22,LOW,N-Gram distance [0.58]: 0.38738738738738737 ,4
23,LOW,N-Gram distance [0.58]: 0.42 ,2
24,LOW,N-Gram distance [0.58]: 0.41232227488151657 ,14
25,LOW,N-Gram distance [0.58]: 0.3725 ,12
26,LOW,N-Gram distance [0.58]: 0.07303370786516854 ,3
27,LOW,N-Gram distance [0.58]: 0.03571428571428571 ,2
28,LOW,N-Gram distance [0.58]: 0.0625 ,1
29,LOW,N-Gram distance [0.58]: 0.06578947368421052 ,0
30,LOW,N-Gram distance [0.58]: 0.05102040816326531 ,2
31,LOW,N-Gram distance [0.58]: 0.04567307692307692 ,24
32,LOW,N-Gram distance [0.58]: 0.0625 ,0
33,LOW,N-Gram distance [0.58]: 0.05555555555555555 ,1
34,LOW,N-Gram distance [0.58]: 0.050314465408805034 ,65
35,LOW,N-Gram distance [0.58]: 0.016666666666666666 ,5
36,LOW,N-Gram distance [0.58]: 0.03424657534246575 ,2
37,LOW,N-Gram distance [0.58]: 0.05952380952380952 ,2
38,LOW,N-Gram distance [0.58]: 0.07964601769911504 ,7
39,LOW,N-Gram distance [0.58]: 0.040983606557377046 ,19
40,HIGH,N-Gram distance [0.58]: 0.9545454545454546 ,0
41,LOW,N-Gram distance [0.58]: 0.023076923076923078 ,3
42,LOW,N-Gram distance [0.58]: 0.19090909090909092 ,1
43,LOW,N-Gram distance [0.58]: 0.0 ,0
44,LOW,N-Gram distance [0.58]: 0.0 ,0
45,LOW,N-Gram distance [0.58]: 0.0 ,0
46,LOW,N-Gram distance [0.58]: 0.020833333333333332 ,3
47,LOW,N-Gram distance [0.58]: 0.0 ,0
48,LOW,N-Gram distance [0.58]: 0.0 ,0
49,LOW,N-Gram distance [0.58]: 0.022388059701492536 ,2
50,LOW,N-Gram distance [0.58]: 0.021739130434782608 ,2
51,LOW,N-Gram distance [0.58]: 0.1864406779661017 ,7
52,LOW,N-Gram distance [0.58]: 0.01282051282051282 ,3
53,LOW,N-Gram distance [0.58]: 0.0 ,0
54,LOW,N-Gram distance [0.58]: 0.023076923076923078 ,2
55,LOW,N-Gram distance [0.58]: 0.0 ,0
56,LOW,N-Gram distance [0.58]: 0.0 ,0
57,LOW,N-Gram distance [0.58]: 0.028089887640449437 ,17
58,LOW,N-Gram distance [0.58]: 0.0 ,0
59,LOW,N-Gram distance [0.58]: 0.017241379310344827 ,2
60,LOW,N-Gram distance [0.58]: 0.02247191011235955 ,4
61,LOW,N-Gram distance [0.58]: 0.023076923076923078 ,1
62,LOW,N-Gram distance [0.58]: 0.013043478260869565 ,7
63,LOW,N-Gram distance [0.58]: 0.0 ,0
64,LOW,N-Gram distance [0.58]: 0.023076923076923078 ,1
65,LOW,N-Gram distance [0.58]: 0.02125 ,96
66,LOW,N-Gram distance [0.58]: 0.0 ,0
67,LOW,N-Gram distance [0.58]: 0.023076923076923078 ,2
68,LOW,N-Gram distance [0.58]: 0.019417475728155338 ,5
69,LOW,N-Gram distance [0.58]: 0.012048192771084338 ,4
70,LOW,N-Gram distance [0.58]: 0.023076923076923078 ,2
71,LOW,N-Gram distance [0.58]: 0.0 ,0
72,LOW,N-Gram distance [0.58]: 0.02717391304347826 ,20
73,LOW,N-Gram distance [0.58]: 0.0 ,0
74,LOW,N-Gram distance [0.58]: 0.012195121951219513 ,4
75,LOW,N-Gram distance [0.58]: 0.023076923076923078 ,2
76,LOW,N-Gram distance [0.58]: 0.0 ,0
77,LOW,N-Gram distance [0.58]: 0.014084507042253521 ,12
78,LOW,N-Gram distance [0.58]: 0.0 ,0
79,LOW,N-Gram distance [0.58]: 0.030303030303030304 ,0
80,HIGH,N-Gram distance [0.58]: 0.728494623655914 ,0
